Norway_009151.jpg,1 1177 1795 1737 2292 
Norway_010158.jpg,2 1710 1976 1764 2104 2 1623 1361 1660 1432 2 1561 1922 1604 2030 2 859 1959 1016 2101 2 1545 1942 1620 2104 
Norway_010136.jpg,1 1552 1709 2014 2252 1 1544 1701 1928 2254 
Norway_009082.jpg,1 452 1827 709 2222 
Norway_008688.jpg,2 3304 1003 3470 1191 
Norway_010003.jpg,1 2090 1674 2460 1996 1 2013 1623 2238 1853 
Norway_008920.jpg,2 1718 1770 1806 2263 
Norway_008804.jpg,2 1577 1788 1739 2279 
Norway_008988.jpg,2 1565 1901 1644 2180 2 1481 1362 1600 1569 2 1044 1452 1141 1600 2 1374 1643 1442 2015 2 1497 1655 1804 2418 
Norway_008971.jpg,2 1153 1526 1365 1870 
Norway_009361.jpg,1 1223 1953 1315 2122 
Norway_008212.jpg,1 386 1921 689 2140 
Norway_009504.jpg,1 1255 1753 1425 2334 
Norway_009625.jpg,2 755 1670 1259 1981 4 1762 1794 2820 2103 4 1487 1728 1960 2002 
Norway_009880.jpg,1 1780 1841 1932 2186 1 478 1644 1429 2336 
Norway_009561.jpg,2 1472 1278 1501 1363 2 1426 1402 1595 1641 2 1697 1567 1831 1908 2 1811 1846 1959 2241 2 1388 1375 1477 1618 
Norway_008490.jpg,2 1096 1441 1250 1609 2 1696 1648 2010 2385 
Norway_009491.jpg,1 1869 1657 2850 2412 
Norway_009557.jpg,1 3028 1786 3432 2293 
Norway_008271.jpg,2 1509 1957 1557 2106 2 1498 1904 1575 2175 2 1529 1721 2006 2308 
Norway_008729.jpg,2 1535 1691 1718 2378 
Norway_008236.jpg,2 1135 1377 1283 1507 
Norway_008625.jpg,2 1652 1690 2097 2374 2 1076 1473 1334 1740 2 439 1894 714 2147 2 1537 1538 1605 1883 
Norway_009842.jpg,2 1728 1546 1830 1788 2 1585 1382 1670 1501 2 1662 1475 1896 1845 2 1689 1900 1931 2119 
Norway_009401.jpg,2 926 1485 1158 1745 2 894 1511 1038 1693 2 1571 1635 1611 1752 2 1620 1578 1768 1928 2 1592 1591 1686 1799 
Norway_009344.jpg,1 735 1333 984 1637 
Norway_009917.jpg,2 1550 1325 1596 1401 2 1615 1933 1724 2144 2 713 1748 1308 2339 
Norway_009187.jpg,1 1489 1839 1606 2230 2 1492 1836 1583 2243 
Norway_009984.jpg,2 449 1634 1338 2217 
